name,gene_product,complex_annotation,localization,go_terms,localization_group
flha,flagellar biosynthesis protein FlhA,flagellar export apparatus,IM,GO:0044781; GO:0044780; GO:0009306; GO:0005886; GO:0016021; GO:0016020; GO:0015031,envelope
flha,flagellar biosynthesis protein FlhA,flagellum,IM,GO:0044781; GO:0044780; GO:0009306; GO:0005886; GO:0016021; GO:0016020; GO:0015031,envelope
foca,formate channel FocA,formate channel FocA,IM,GO:0019664; GO:0010447; GO:0042802; GO:0005515; GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0015499; GO:0015724,envelope
frdc,fumarate reductase membrane protein FrdC,fumarate reductase,IM,GO:0102040; GO:0045284; GO:0044780; GO:0005886; GO:0001539; GO:0016021; GO:0016020; GO:0009061; GO:0006113,envelope
frdd,fumarate reductase membrane protein FrdD,fumarate reductase,IM,GO:0102040; GO:0044780; GO:0005887; GO:0045284; GO:0006106; GO:0005886; GO:0016021; GO:0016020; GO:0009061; GO:0006113,envelope
frua,fructose-specific PTS multiphosphoryl transfer protein FruA,fructose-specific PTS enzyme II,IM,GO:1902600; GO:0015755; GO:0034219; GO:0022877; GO:0005351; GO:0090582; GO:0005887; GO:0032445; GO:0016310; GO:0005886; GO:0016740; GO:0016301; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,envelope
fsr,FSR-MONOMER,FSR-MONOMER,IM,GO:0005887; GO:0055085; GO:0006974; GO:0005886; GO:0046677; GO:0016021; GO:0016020,envelope
ftsb,cell division protein FtsB,"ribonucleoside-diphosphate reductase 1, &beta; subunit dimer",IM,GO:0032153; GO:0005887; GO:0042802; GO:0030428; GO:0043093; GO:0005515; GO:0005886; GO:0051301; GO:0016021; GO:0016020; GO:0007049;GO:0005515; GO:0046872; GO:0005737; GO:0042803; GO:0042802; GO:0009263; GO:0005971; GO:0055114; GO:0005829; GO:0016491; GO:0006260; GO:0005506; GO:0004748; GO:0015949,envelope
ftsb,cell division protein FtsB,FtsLBQ cell division complex,IM,GO:0032153; GO:0005887; GO:0042802; GO:0030428; GO:0043093; GO:0005515; GO:0005886; GO:0051301; GO:0016021; GO:0016020; GO:0007049;GO:0005515; GO:0046872; GO:0005737; GO:0042803; GO:0042802; GO:0009263; GO:0005971; GO:0055114; GO:0005829; GO:0016491; GO:0006260; GO:0005506; GO:0004748; GO:0015949,envelope
ftsb,cell division protein FtsB,ribonucleoside-diphosphate reductase 1,IM,GO:0032153; GO:0005887; GO:0042802; GO:0030428; GO:0043093; GO:0005515; GO:0005886; GO:0051301; GO:0016021; GO:0016020; GO:0007049;GO:0005515; GO:0046872; GO:0005737; GO:0042803; GO:0042802; GO:0009263; GO:0005971; GO:0055114; GO:0005829; GO:0016491; GO:0006260; GO:0005506; GO:0004748; GO:0015949,envelope
ftsw,essential cell division protein FtsW,essential cell division protein FtsW,IM,GO:0043093; GO:0016757; GO:0016740; GO:0008955; GO:0071555; GO:0015836; GO:0032153; GO:0016021; GO:0016020; GO:0005887; GO:0015648; GO:0005515; GO:0005886; GO:0051301; GO:0009252; GO:0008360; GO:0007049,envelope
gabp,4-aminobutanoate:H+ symporter,4-aminobutanoate:H+ symporter,IM,GO:0055085; GO:0022857; GO:0006995; GO:0090549; GO:0015291; GO:0015812; GO:0015185; GO:0009450; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
gadc,XASA-MONOMER,XASA-MONOMER,IM,GO:0055085; GO:0022857; GO:0005623; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006865; GO:0051454,envelope
galp,galactose:H+ symporter,galactose:H+ symporter,IM,GO:1902600; GO:0005887; GO:0005351; GO:0022857; GO:0015293; GO:0008643; GO:0055085; GO:0015517; GO:0015757; GO:0005886; GO:0016021; GO:0016020,envelope
gatc,galactitol-specific PTS enzyme IIC component,galactitol-specific PTS enzyme IIC component,IM,GO:0090584; GO:0005887; GO:0015796; GO:0005886; GO:0009401,envelope
gcd,quinoprotein glucose dehydrogenase,quinoprotein glucose dehydrogenase,IM,GO:0005515; GO:0048038; GO:0016614; GO:0016491; GO:0016020; GO:0030288; GO:0019595; GO:0000287; GO:0048039; GO:0070968; GO:0055114; GO:0005886; GO:0016021; GO:0008876,envelope
gfca,threonine-rich inner membrane protein GfcA,threonine-rich inner membrane protein GfcA,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
gfcd,putative lipoprotein GfcD,putative lipoprotein GfcD,LPO,GO:0009279; GO:0005886; GO:0016020,envelope
gfce,putative exopolysaccharide export lipoprotein GfcE,putative exopolysaccharide export lipoprotein GfcE,OM,GO:0055085; GO:0015159; GO:0015288; GO:0046930; GO:0009279; GO:0016021; GO:0016020; GO:0015774; GO:0008643; GO:0006811,envelope
ghxp,guanine/hypoxanthine transporter GhxP,guanine/hypoxanthine transporter GhxP,IM,GO:0022857; GO:0098710; GO:0015208; GO:0035344; GO:0005887; GO:0006863; GO:0005345; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
glca,glycolate/lactate:H+ symporter GlcA,glycolate/lactate:H+ symporter GlcA,IM,GO:1902600; GO:0015727; GO:0015295; GO:0043879; GO:0005887; GO:0035873; GO:0005886; GO:0016021; GO:0016020; GO:0015129;GO:1904659; GO:0005515; GO:0090564; GO:0005829; GO:0098708; GO:0005887; GO:0005355; GO:0016310; GO:0005886; GO:0016740; GO:0016301; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,envelope
glnp,L-glutamine ABC transporter membrane subunit,L-glutamine ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0006868; GO:0015186; GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
glpf,glycerol facilitator,glycerol facilitator,IM,GO:0006833; GO:0055085; GO:0015267; GO:0016020; GO:0071288; GO:0015168; GO:0005886; GO:0046872; GO:0016021; GO:0015793; GO:0015254,envelope
glpg,rhomboid protease GlpG,rhomboid protease GlpG,IM,GO:0042802; GO:0005887; GO:0004175; GO:0016787; GO:0016020; GO:0008233; GO:0004252; GO:0006508; GO:0008236; GO:0005886; GO:0016021,envelope
glrk,"sensory histidine kinase GlrK - phosphorylated // ""sensory histidine kinase GlrK""",sensory histidine kinase GlrK,IM,GO:0005886; GO:0032147; GO:0030295; GO:0007234; GO:0000156; GO:0071871; GO:0005515; GO:0000160; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0005887; GO:0000166; GO:0046777; GO:0016021; GO:0016020; GO:0005524; GO:0000155,envelope
gltf,periplasmic protein GltF,periplasmic protein GltF,PE,GO:0030288; GO:0005886; GO:0016021; GO:0016020,envelope
gltj,glutamate/aspartate ABC transporter membrane subunit GltJ,glutamate / aspartate ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0005887; GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
gltk,glutamate/aspartate ABC transporter membrane subunit GltK,glutamate / aspartate ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0005887; GO:1901998; GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
gltp,glutamate/aspartate : H+ symporter GltP,glutamate/aspartate : H+ symporter GltP,IM,GO:1902600; GO:0055085; GO:0022857; GO:0005280; GO:0015813; GO:0015810; GO:0006865; GO:0016020; GO:0015293; GO:0005886; GO:0016021; GO:0006835,envelope
glts,glutamate:sodium symporter,glutamate:sodium symporter,IM,GO:0055085; GO:0006865; GO:0016020; GO:0015813; GO:0015501; GO:0015293; GO:0006811; GO:0005886; GO:0016021; GO:0006814,envelope
gntp,fructuronate transporter,fructuronate transporter,IM,GO:1902600; GO:0016021; GO:0008643; GO:0046177; GO:0005887; GO:0035429; GO:0005351; GO:0005886; GO:0019521; GO:0016020; GO:0015128,envelope
gntt,high-affinity gluconate transporter,high-affinity gluconate transporter,IM,GO:0005887; GO:0035429; GO:0015128; GO:0008643; GO:0046177; GO:0005886; GO:0019521; GO:0016021; GO:0016020,envelope
gntu,low-affinity gluconate transporter,low-affinity gluconate transporter,IM,GO:0016021; GO:0016020; GO:0008643; GO:0005886; GO:0035429; GO:0005402; GO:0005887; GO:0019521; GO:0015128,envelope
gsic,glutathione ABC transporter membrane subunit GsiC,glutathione ABC transporter,IM,GO:0055085; GO:0043190; GO:0005887; GO:0034634; GO:0034775; GO:0005886; GO:0016021; GO:0016020,envelope
gsid,glutathione ABC transporter membrane subunit GsiD,glutathione ABC transporter,IM,GO:0071916; GO:0035442; GO:0055085; GO:0043190; GO:0005887; GO:0034634; GO:0034775; GO:0005886; GO:0016021; GO:0016020,envelope
gspc,Type II secretion system protein GspC,Type II secretion system,IM,GO:0005887; GO:0015628; GO:0015627; GO:0015031; GO:0005886; GO:0016021; GO:0016020,envelope
gspd,Type II secretion system protein GspD,Type II secretion system,OM,GO:0042802; GO:0016021; GO:0019867; GO:0015628; GO:0015627; GO:0009306; GO:0015031; GO:0009279; GO:0016020,envelope
gsph,Type II secretion system protein GspH,Type II secretion system,IM,GO:0005887; GO:0005515; GO:0015628; GO:0015627; GO:0015031,envelope
hcat,putative 3-phenylpropionate transporter,putative 3-phenylpropionate transporter,IM,GO:0030395; GO:0015767; GO:0015528; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0015293,envelope
hdea,periplasmic acid stress chaperone HdeA,periplasmic acid stress chaperone HdeA,PE,GO:1990451; GO:0042802; GO:0042597; GO:0042803; GO:0030288; GO:0051087; GO:0071468,envelope
hded,acid-resistance membrane protein,acid-resistance membrane protein,IM,GO:0005886; GO:0016021; GO:0016020; GO:0009268,envelope
hism,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM",histidine ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0097639; GO:0097638; GO:0005289; GO:0005292; GO:0097640; GO:0097627; GO:0089709; GO:1903810; GO:0005291; GO:0043190; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
hism,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM",lysine / arginine / ornithine ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0097639; GO:0097638; GO:0005289; GO:0005292; GO:0097640; GO:0097627; GO:0089709; GO:1903810; GO:0005291; GO:0043190; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
hisq,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ",histidine ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0097638; GO:0097639; GO:0097640; GO:0097627; GO:0005289; GO:0005292; GO:0005291; GO:0043190; GO:0005887; GO:1903810; GO:0089709; GO:0003333; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
hisq,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ",lysine / arginine / ornithine ABC transporter,IM,GO:0071705; GO:0055085; GO:0022857; GO:0097638; GO:0097639; GO:0097640; GO:0097627; GO:0005289; GO:0005292; GO:0005291; GO:0043190; GO:0005887; GO:1903810; GO:0089709; GO:0003333; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
hslj,lipoprotein implicated in Novobiocin resistance,lipoprotein implicated in Novobiocin resistance,OM,GO:0016020; GO:0009408,envelope
hsra,putative transporter HsrA,putative transporter HsrA,IM,GO:0022857; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
hyaa,hydrogenase 1 small subunit,"hydrogenase 1, oxygen tolerant hydrogenase",IM,GO:0022900; GO:0005887; GO:0009375; GO:1902421; GO:0019645; GO:0006113; GO:0044569; GO:0031237; GO:0005515; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0051539; GO:0051538; GO:0051536; GO:0046872; GO:0016491; GO:0016021; GO:0016020; GO:0009061; GO:0009055,envelope
hyaa,hydrogenase 1 small subunit,hydrogenase 1,IM,GO:0022900; GO:0005887; GO:0009375; GO:1902421; GO:0019645; GO:0006113; GO:0044569; GO:0031237; GO:0005515; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0051539; GO:0051538; GO:0051536; GO:0046872; GO:0016491; GO:0016021; GO:0016020; GO:0009061; GO:0009055,envelope
hyba,hydrogenase 2 iron-sulfur protein,hydrogenase 2,PE,GO:0042597; GO:0033748; GO:0009061; GO:0019588; GO:0044569; GO:0005887; GO:0047067; GO:0055114; GO:0051539; GO:0051536; GO:0046872; GO:0016491,envelope
hybb,hydrogenase 2 membrane subunit,hydrogenase 2,IM,GO:0036397; GO:0015944; GO:0009326; GO:0033748; GO:0005887; GO:0044569; GO:0055114; GO:0005886; GO:0046872; GO:0016021; GO:0016020; GO:0009061,envelope
hybo,hydrogenase 2 small subunit,hydrogenase 2,PE,GO:0005887; GO:0051539; GO:0051538; GO:0046872; GO:0033748; GO:0044569; GO:0031236; GO:0009375; GO:0008901; GO:0055114; GO:0005886; GO:0051536; GO:0042597; GO:0016491; GO:0016020; GO:0005515; GO:0009061; GO:0009055,envelope
iap,alkaline phosphatase isozyme conversion protein,alkaline phosphatase isozyme conversion protein,PE,GO:0046872; GO:0043687; GO:0030288; GO:0016787; GO:0008233; GO:0006508; GO:0004177,envelope
kdpb,K+ transporting P-type ATPase subunit KdpB,K<sup>+</sup> transporting P-type ATPase,IM,GO:0000287; GO:0005887; GO:0031004; GO:0098655; GO:0071805; GO:0005515; GO:0016020; GO:0006811; GO:0005886; GO:0046872; GO:0016021; GO:0006813; GO:0005524; GO:0000166; GO:0008556,envelope
kdpd,sensory histidine kinase KdpD,sensory histidine kinase KdpD,IM,GO:0016311; GO:0000160; GO:0008134; GO:0042803; GO:0071472; GO:0031668; GO:0016791; GO:0005887; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0005886; GO:0004673; GO:0005515; GO:0046777; GO:0000166; GO:0016021; GO:0005524; GO:0009593; GO:0000155,envelope
kdpd,sensory histidine kinase KdpD,sensory histidine kinase KdpD - phosphorylated,IM,GO:0016311; GO:0000160; GO:0008134; GO:0042803; GO:0071472; GO:0031668; GO:0016791; GO:0005887; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0005886; GO:0004673; GO:0005515; GO:0046777; GO:0000166; GO:0016021; GO:0005524; GO:0009593; GO:0000155,envelope
kefb,KEFB-MONOMER,KEFB-MONOMER,IM,GO:0098655; GO:0055085; GO:1902600; GO:0071805; GO:0006812; GO:0005887; GO:0015503; GO:0015299; GO:0008324; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006813; GO:0006811,envelope
kefc,K+ : H+ antiporter KefC,K<sup>+</sup> : H<sup>+</sup> antiporter KefC,IM,GO:0055085; GO:1902600; GO:0098655; GO:0071805; GO:0016021; GO:0015079; GO:0008324; GO:0006812; GO:0006811; GO:0005886; GO:0015299; GO:0000166; GO:0006885; GO:0016020; GO:0005887; GO:0042803; GO:0019899; GO:0015643; GO:0005515; GO:0051595; GO:0009636; GO:0015503; GO:0015297; GO:0006813,envelope
kgtp,&alpha;-ketoglutarate:H+ symporter,&alpha;-ketoglutarate:H+ symporter,IM,GO:0034220; GO:0005887; GO:0098655; GO:0022857; GO:0015293; GO:0055085; GO:0015294; GO:0005886; GO:0016021; GO:0016020,envelope
kup,K+:H+ symporter Kup,K+:H+ symporter Kup,IM,GO:0071278; GO:0015387; GO:0005887; GO:0071805; GO:0015079; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0006813; GO:0006811,envelope
lamb,maltose outer membrane channel / phage lambda receptor protein,maltose outer membrane channel / phage lambda receptor protein,OM,GO:0031230; GO:0015144; GO:0034219; GO:0046718; GO:0016032; GO:0001618; GO:0016021; GO:0016020; GO:0009279; GO:0008643; GO:0015768; GO:0015481; GO:0006974; GO:0042958; GO:0045203; GO:0042956; GO:0046930; GO:0005515; GO:0015288; GO:0006811,envelope
leue,leucine exporter,leucine exporter,IM,GO:0098655; GO:0042970; GO:0042968; GO:1902475; GO:0006865; GO:0005886; GO:0015820; GO:0015190; GO:0016021; GO:0016020,envelope
lit,e14 prophage; cell death peptidase Lit,e14 prophage; cell death peptidase Lit,IM,GO:0016787; GO:0006508; GO:0005829; GO:0006448; GO:0005886; GO:0016021; GO:0016020; GO:0008233,envelope
livh,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,branched chain amino acid / phenylalanine ABC transporter,IM,GO:1903806; GO:0042941; GO:0015808; GO:0055085; GO:0022857; GO:0005887; GO:1903714; GO:1903785; GO:0098713; GO:0015823; GO:0015188; GO:0005304; GO:0015190; GO:0055052; GO:0015192; GO:0015803; GO:0015658; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
livh,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,leucine / L-phenylalanine ABC transporter,IM,GO:1903806; GO:0042941; GO:0015808; GO:0055085; GO:0022857; GO:0005887; GO:1903714; GO:1903785; GO:0098713; GO:0015823; GO:0015188; GO:0005304; GO:0015190; GO:0055052; GO:0015192; GO:0015803; GO:0015658; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
livm,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,branched chain amino acid / phenylalanine ABC transporter,IM,GO:0055085; GO:0022857; GO:0005887; GO:1903714; GO:1903785; GO:0098713; GO:0015823; GO:0015188; GO:0005304; GO:0015190; GO:0015192; GO:0055052; GO:0015803; GO:0015658; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
livm,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,leucine / L-phenylalanine ABC transporter,IM,GO:0055085; GO:0022857; GO:0005887; GO:1903714; GO:1903785; GO:0098713; GO:0015823; GO:0015188; GO:0005304; GO:0015190; GO:0015192; GO:0055052; GO:0015803; GO:0015658; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
lldp,lactate/glycolate:H+ symporter LldP,lactate/glycolate:H+ symporter LldP,IM,GO:1902600; GO:0015727; GO:0016021; GO:0016020; GO:0005886; GO:0006974; GO:0015295; GO:0043879; GO:0035873; GO:0005887; GO:0015129,envelope
lolc,lipoprotein release complex - inner membrane subunit,lipoprotein release complex,IM,GO:0089705; GO:0140306; GO:0030288; GO:0005515; GO:0042953; GO:0098797; GO:0044874; GO:0016021; GO:0016020; GO:0005886; GO:0005887,envelope
lplt,lysophospholipid transporter,lysophospholipid transporter,IM,GO:0055085; GO:0051978; GO:0051977; GO:0006869; GO:0005319; GO:0045332; GO:0006650; GO:0005887; GO:0016020; GO:0005886; GO:0016021,envelope
lptc,lipopolysaccharide transport system protein LptC,lipopolysaccharide transport system,IM,GO:0043165; GO:0042802; GO:1990351; GO:0046836; GO:0016020; GO:0005515; GO:0015221; GO:0030288; GO:0005887; GO:0005886; GO:0015920; GO:0016021; GO:0017089,envelope
lptf,lipopolysaccharide transport system protein LptF,lipopolysaccharide transport system,IM,GO:0015437; GO:0005515; GO:1990351; GO:0055085; GO:0016020; GO:0043190; GO:0015920; GO:0005886; GO:0016021,envelope
lptg,lipopolysaccharide transport system protein LptG,lipopolysaccharide transport system,IM,GO:0015437; GO:0005515; GO:1990351; GO:0055085; GO:0016020; GO:0043190; GO:0015920; GO:0005886; GO:0016021,envelope
lpxk,TETRAACYLDISACC4KIN-MONOMER,TETRAACYLDISACC4KIN-MONOMER,IM,GO:0005829; GO:0016740; GO:0006629; GO:0016020; GO:0005886; GO:0016310; GO:0016301; GO:0005524; GO:0000166; GO:0009029; GO:0009244; GO:0009245,envelope
lpxl,LAUROYLACYLTRAN-MONOMER,LAUROYLACYLTRAN-MONOMER,IM,GO:0008913; GO:0005887; GO:0009103; GO:0036104; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0016746; GO:0006950; GO:0009245,envelope
lpxp,PALMITOTRANS-MONOMER,PALMITOTRANS-MONOMER,IM,GO:0009245; GO:0009103; GO:0005887; GO:0009409; GO:0036104; GO:0008951; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0016746,envelope
lspa,lipoprotein signal peptidase,lipoprotein signal peptidase,IM,GO:0005887; GO:0004175; GO:0097304; GO:0005886; GO:0016787; GO:0016021; GO:0016020; GO:0008233; GO:0006508; GO:0004190,envelope
lsrb,Autoinducer-2 ABC transporter periplasmic binding protein,Autoinducer-2 ABC transporter,PE,GO:0043190; GO:0030288; GO:0009372; GO:0042597,envelope
lysp,LYSP-MONOMER,LYSP-MONOMER,IM,GO:0055085; GO:0022857; GO:0005515; GO:0003333; GO:0030288; GO:0008134; GO:0051090; GO:0043200; GO:0097639; GO:0015189; GO:0042802; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
maca,ABC-type tripartite efflux pump membrane fusion protein,ABC-type tripartite efflux pump,IM,GO:1990961; GO:1990281; GO:0046677; GO:0015562; GO:0001530; GO:0042893; GO:0042897; GO:1990195; GO:1990196; GO:0042802; GO:0016021; GO:0016020; GO:0005515; GO:0055085; GO:0022857; GO:0019898; GO:0005886,envelope
macb,ABC-type tripartite efflux pump ATP binding/membrane subunit,ABC-type tripartite efflux pump,IM,GO:1990961; GO:0042893; GO:0042897; GO:0015562; GO:0042802; GO:0042803; GO:1990196; GO:0016020; GO:0005887; GO:0008559; GO:0005515; GO:0016887; GO:0005886; GO:0046677; GO:0016787; GO:0016021; GO:0005524; GO:0000166,envelope
malf,maltose ABC transporter membrane subunit MalF,maltose ABC transporter,IM,GO:1904981; GO:0055085; GO:1990060; GO:0005887; GO:0008643; GO:0005515; GO:0016020; GO:0006974; GO:0005886; GO:0016021; GO:0043190; GO:0015768; GO:0042956; GO:0015423,envelope
malg,maltose ABC transporter membrane subunit MalG,maltose ABC transporter,IM,GO:1904981; GO:0055085; GO:1990060; GO:0005887; GO:0005515; GO:0008643; GO:0016020; GO:0005886; GO:0016021; GO:0043190; GO:0015768; GO:0042956; GO:0015423,envelope
malm,maltose regulon periplasmic protein,maltose regulon periplasmic protein,PE,GO:0030288; GO:0042597; GO:0008643,envelope
mals,ALPHA-AMYL-PERI-MONOMER,ALPHA-AMYL-PERI-MONOMER,PE,GO:0103025; GO:0046872; GO:0016798; GO:0016787; GO:0008152; GO:0005975; GO:0003824; GO:0042597; GO:0051692; GO:0005509; GO:0030288; GO:0030980; GO:0004556,envelope
malx,PTS enzyme IIBC component MalX,PTS enzyme IIBC component MalX,IM,GO:0034219; GO:0005515; GO:0009758; GO:0005887; GO:0005363; GO:0015768; GO:0055056; GO:0046323; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,envelope
marb,multiple antibiotic resistance protein,multiple antibiotic resistance protein,PE,GO:0030288; GO:0046677,envelope
marc,inner membrane protein MarC,inner membrane protein MarC,IM,GO:0016021; GO:0016020; GO:0005886; GO:0005887;GO:0051536; GO:0006355; GO:0051537; GO:0046872; GO:0003677; GO:0006979; GO:0005737,envelope
mdfa,multidrug efflux pump MdfA / Na+:H+ antiporter / K+:H+ antiporter,multidrug efflux pump MdfA / Na+:H+ antiporter / K+:H+ antiporter,IM,GO:0098656; GO:0022857; GO:0006855; GO:0005623; GO:0015299; GO:1990961; GO:0071805; GO:0035725; GO:0030641; GO:0015386; GO:0015385; GO:0005887; GO:0055085; GO:0046677; GO:0005886; GO:0016021; GO:0016020,envelope
mdla,ABC transporter family protein MdlA,ABC transporter family protein MdlA,IM,GO:0055085; GO:0042626; GO:0008559; GO:0046618; GO:0016887; GO:0005886; GO:0016021; GO:0016020; GO:0005524; GO:0000166,envelope
mdlb,ABC transporter family protein MdlB,ABC transporter family protein MdlB,IM,GO:0055085; GO:0042626; GO:0008559; GO:0046618; GO:0016887; GO:0005886; GO:0016021; GO:0016020; GO:0005524; GO:0000166,envelope
mdtb,multidrug efflux pump RND permease subunit MdtB,multidrug efflux pump MdtABC-TolC,IM,GO:1990281; GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015721; GO:0015125; GO:0016021; GO:0016020; GO:0005886; GO:0005515; GO:0005887,envelope
mdtc,multidrug efflux pump RND permease subunit MdtC,multidrug efflux pump MdtABC-TolC,IM,GO:1990281; GO:0042908; GO:0015299; GO:0055085; GO:0022857; GO:0015125; GO:0015721; GO:0016021; GO:0016020; GO:0005886; GO:0005515; GO:0005887,envelope
mdtd,putative multidrug efflux pump MdtD,putative multidrug efflux pump MdtD,IM,GO:0022857; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
mdte,multidrug efflux pump membrane fusion protein MdtE,multidrug efflux pump MdtEF-TolC,IM,GO:0022857; GO:0006855; GO:0042908; GO:0042802; GO:0009636; GO:0015125; GO:0030288; GO:0015721; GO:0031226; GO:0055085; GO:0005886; GO:0046677; GO:0016020,envelope
mdtf,multidrug efflux pump RND permease MdtF,multidrug efflux pump MdtEF-TolC,IM,GO:0006855; GO:0042908; GO:0005887; GO:0042802; GO:0009636; GO:0015721; GO:0015125; GO:0055085; GO:0022857; GO:0015562; GO:0005886; GO:0046677; GO:0016021; GO:0016020,envelope
mdtg,efflux pump MdtG,efflux pump MdtG,IM,GO:0022857; GO:0015299; GO:0005887; GO:1990961; GO:1901562; GO:0055085; GO:0005886; GO:0046677; GO:0016021; GO:0016020,envelope
mdth,multidrug efflux pump MdtH,multidrug efflux pump MdtH,IM,GO:0022857; GO:0055085; GO:0005886; GO:0046677; GO:0016021; GO:0016020,envelope
mdti,multidrug/spermidine efflux pump membrane subunit MdtI,multidrug/spermidine efflux pump,IM,GO:0055085; GO:0022857; GO:0015871; GO:1990961; GO:0031460; GO:0015297; GO:0015220; GO:0015199; GO:0015848; GO:1903711; GO:0016021; GO:0016020; GO:0005886; GO:0005887; GO:0015606,envelope
mdtj,multidrug/spermidine efflux pump membrane subunit MdtJ,multidrug/spermidine efflux pump,IM,GO:0055085; GO:0022857; GO:0015871; GO:1990961; GO:0031460; GO:0015297; GO:0015220; GO:0015199; GO:0015848; GO:0005887; GO:1903711; GO:0005886; GO:0016021; GO:0016020; GO:0015606,envelope
mdtk,multidrug efflux pump MdtK,multidrug efflux pump MdtK,IM,GO:0098655; GO:0022857; GO:0006855; GO:0015297; GO:0005887; GO:0015298; GO:0042908; GO:0042910; GO:1990961; GO:0015833; GO:0015031; GO:0055085; GO:0035442; GO:0071916; GO:0034614; GO:0005886; GO:0046677; GO:0016021; GO:0016020; GO:0006814; GO:0006811,envelope
mdtl,efflux pump MdtL,efflux pump MdtL,IM,GO:0022857; GO:0006855; GO:0005887; GO:0015299; GO:0055085; GO:0005886; GO:0046677; GO:0016021; GO:0016020,envelope
mdtm,multidrug efflux pump / bile salt:H+ antiporter / Na+:H+ antiporter / K+:H+ antiporter,multidrug efflux pump / bile salt:H+ antiporter / Na+:H+ antiporter / K+:H+ antiporter,IM,GO:0098656; GO:0022857; GO:0006855; GO:0005623; GO:0015299; GO:0036376; GO:0097623; GO:1990961; GO:0015721; GO:0015125; GO:0055085; GO:0015385; GO:0015386; GO:0030641; GO:0005887; GO:0005886; GO:0046677; GO:0016021; GO:0016020,envelope
melb,melibiose:H+/Na+/Li+ symporter,melibiose:H+/Na+/Li+ symporter,IM,GO:0071702; GO:0022857; GO:0005515; GO:0055085; GO:0035725; GO:0034219; GO:0016021; GO:0015293; GO:0008643; GO:0005886; GO:0006814; GO:0015769; GO:0015765; GO:0015592; GO:0043887; GO:0005887; GO:0015486; GO:0015487; GO:0016020,envelope
